ds,upper bound,forecast,lower bound
2018-02-13,$4662.73,$1748.31,$-1090.8
2018-02-12,$4296.31,$1621.35,$-1028.03
2018-02-11,$4905.01,$2084.42,$-662.46
2018-02-10,$4943.75,$2250.19,$-505.96
2018-02-09,$5157.48,$2442.96,$-379.52
2018-02-08,$4923.99,$1954.35,$-805.56
2018-02-07,$4372.74,$1720.25,$-976.62
2018-02-06,$4311.38,$1612.23,$-1437.46
2018-02-05,$4136.79,$1493.73,$-1194.78
2018-02-04,$4672.81,$1918.49,$-936.65
2018-02-03,$4934.59,$2078.71,$-698.32
2018-02-02,$5306.67,$2265.31,$-503.98
2018-02-01,$4615.44,$1819.19,$-963.53
2018-01-31,$4255.07,$1607.56,$-1255.08
2018-01-30,$4351.35,$1512.65,$-1475.32
2018-01-29,$4284.69,$1407.18,$-1467.13
2018-01-28,$4595.86,$1814.86,$-976.57
2018-01-27,$4616.82,$1965.56,$-1065.83
2018-01-26,$4835.85,$2141.03,$-643.95
2018-01-25,$4481.04,$1718.6,$-1006.22
2018-01-24,$4276.9,$1517.96,$-1457.44
2018-01-23,$4283.23,$1427.66,$-1335.02
2018-01-22,$3945.52,$1327.48,$-1502.83
2018-01-21,$4466.42,$1711.23,$-991.26
2018-01-20,$4554.65,$1852.4,$-1079.76
2018-01-19,$4860.05,$2016.75,$-877.03
2018-01-18,$4300.27,$1618.01,$-1114.54
2018-01-17,$4286.68,$1428.36,$-1305.37
2018-01-16,$4088.11,$1349.88,$-1369.02
2018-01-15,$4225.18,$1261.29,$-1825.9
2018-01-14,$4347.21,$1633.95,$-1244.36
2018-01-13,$4717.29,$1777.61,$-1020.87
2018-01-12,$4531.34,$1945.14,$-1014.42
2018-01-11,$4111.65,$1568.57,$-1203.24
2018-01-10,$4223.77,$1391.93,$-1412.93
2018-01-09,$4011.84,$1315.32,$-1501.14
2018-01-08,$4058.05,$1228.88,$-1479.4
2018-01-07,$4417.29,$1591.81,$-1152.49
2018-01-06,$4641.43,$1731.59,$-958.21
2018-01-05,$4836.74,$1894.6,$-902.24
2018-01-04,$4297.33,$1527.66,$-1309.25
2018-01-03,$4197.75,$1355.49,$-1415.49
2018-01-02,$4016.39,$1280.75,$-1566.31
2018-01-01,$3924.11,$1196.47,$-1518.83
2017-12-31,$4211.15,$1549.66,$-1292.32
2017-12-30,$4290.57,$1694.84,$-1200.72
2017-12-29,$4635.08,$1864.42,$-1077.83
2017-12-28,$4393.26,$1511.48,$-1238.24
2017-12-27,$3992.57,$1348.41,$-1562.19
2017-12-26,$4028.46,$1281.01,$-1368.96
2017-12-25,$4103.12,$1203.23,$-1740.48
2017-12-24,$4515.97,$1566.95,$-1261.37
2017-12-23,$4465.83,$1713.72,$-1144.25
2017-12-22,$4622.64,$1885.15,$-769.65
2017-12-21,$4301.03,$1528.26,$-1135.55
2017-12-20,$4295.76,$1363.36,$-1193.34
2017-12-19,$4053.91,$1295.18,$-1371.87
2017-12-18,$4190.43,$1216.53,$-1248.34
2017-12-17,$4230.37,$1584.24,$-1216.55
2017-12-16,$4489.73,$1732.59,$-1050.74
2017-12-15,$4680.55,$1905.88,$-991.65
2017-12-14,$4502.76,$1545.04,$-1411.18
2017-12-13,$4242.64,$1378.3,$-1632.76
2017-12-12,$4043.51,$1309.49,$-1648.74
2017-12-11,$3788.1,$1230.07,$-1534.76
2017-12-10,$4316.94,$1602.0,$-1536.15
2017-12-09,$4532.15,$1752.16,$-1138.36
2017-12-08,$4852.13,$1927.56,$-820.21
2017-12-07,$4364.04,$1562.74,$-1319.49
2017-12-06,$4186.24,$1394.21,$-1562.51
2017-12-05,$4015.9,$1324.58,$-1635.0
2017-12-04,$4081.54,$1244.22,$-1617.11
2017-12-03,$4558.53,$1620.4,$-1126.8
2017-12-02,$4635.97,$1772.25,$-1274.77
2017-12-01,$4769.79,$1949.63,$-866.48
2017-11-30,$4369.72,$1580.6,$-1138.22
2017-11-29,$4229.71,$1410.12,$-1504.98
2017-11-28,$4044.02,$1339.66,$-1579.35
2017-11-27,$4083.48,$1258.37,$-1581.24
2017-11-26,$4428.76,$1638.79,$-1133.96
